,Название,Сайт,status,Адрес,площадь объекта,coords,longitude,latitude,rating,Класс:
227,ТорговыйцентрКвадро,https://roomfi.ru/torgovye-tsentry/51214-torgovyy-tsentr-kvadro/,torg_cntr,"Москва, Кутузовский проспект, 88",16600.0,"[55.7255321, 37.4497049]",37.4497049,55.7255321,50.0,Not_defined
228,ТорговыйцентрБратеевский,https://roomfi.ru/torgovye-tsentry/51544-torgovyy-tsentr-brateevskiy/,torg_cntr,"Москва, Ключевая улица, 6к1",6500.0,"[55.6377241, 37.7574367]",37.7574367,55.6377241,50.0,Not_defined
229,МногофункциональныйкомплексСатурн,https://roomfi.ru/torgovye-tsentry/51093-mnogofunktsionalnyy-kompleks-saturn/,torg_cntr,"Москва, Авангардная улица, 3",13000.0,"[55.8432128, 37.4908116]",37.4908116,55.8432128,50.0,Not_defined
230,ТорговыйцентрАвиасити,https://roomfi.ru/torgovye-tsentry/51381-torgovyy-tsentr-aviasiti/,torg_cntr,"Москва, Ленинградский проспект, 37к6",3856.0,"[55.7942143, 37.5435953]",37.5435953,55.7942143,50.0,Not_defined
231,ТорговыйцентрСвод,https://roomfi.ru/torgovye-tsentry/51179-torgovyy-tsentr-svod/,torg_cntr,"Москва, Чертановская улица, 1Г",4000.0,"[55.6401395, 37.6064937]",37.6064937,55.6401395,50.0,Not_defined
232,ТорговыйцентрПланета,https://roomfi.ru/torgovye-tsentry/51220-torgovyy-tsentr-planeta/,torg_cntr,"Москва, Марксистская улица, 3с1",8000.0,"[55.738088, 37.6628231]",37.6628231,55.738088,50.0,Not_defined
233,Торгово-развлекательныйцентрЕвропейский,https://roomfi.ru/torgovye-tsentry/51158-torgovo-razvlekatelnyy-tsentr-evropeyskiy/,torg_cntr,"Москва, площадь Киевского Вокзала, 2",180000.0,"[55.743875, 37.56633679999999]",37.56633679999999,55.743875,50.0,Not_defined
234,ТорговыйцентрМЦ,https://roomfi.ru/torgovye-tsentry/51491-torgovyy-tsentr-mts/,torg_cntr,"Москва, улица Миклухо-Маклая, 36",15700.0,"[55.6403614, 37.5347431]",37.5347431,55.6403614,50.0,Not_defined
235,Торгово-развлекательныйцентрВэйпарк,https://roomfi.ru/torgovye-tsentry/51066-torgovo-razvlekatelnyy-tsentr-veypark/,torg_cntr,"Москва, МКАД, съезд 71",60000.0,"[55.6909315, 37.4130217]",37.4130217,55.6909315,50.0,Not_defined
236,ТорговыйцентрДарья,https://roomfi.ru/torgovye-tsentry/51301-torgovyy-tsentr-darya/,torg_cntr,"Москва, улица Народного Ополчения, 46к1",1700.0,"[55.7928446, 37.4932036]",37.4932036,55.7928446,50.0,Not_defined
237,ТорговыйцентрГвоздь,https://roomfi.ru/torgovye-tsentry/51236-torgovyy-tsentr-gvozd/,torg_cntr,"Москва, Волоколамское шоссе, 103",17000.0,"[55.8306145, 37.39693159999999]",37.39693159999999,55.8306145,50.0,Not_defined
238,ТорговыйцентрЛадья,https://roomfi.ru/torgovye-tsentry/51247-torgovyy-tsentr-ladya/,torg_cntr,"Москва, Россия",25580.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
239,ТорговыйцентрАкрополь,https://roomfi.ru/torgovye-tsentry/51022-torgovyy-tsentr-akropol/,torg_cntr,"Москва, Комсомольский проспект, 4",2720.0,"[55.73312, 37.5922557]",37.5922557,55.73312,50.0,Not_defined
240,Торгово-развлекательныйцентрСфераМолл,https://roomfi.ru/torgovye-tsentry/51589-torgovo-razvlekatelnyy-tsentr-sfera-moll/,torg_cntr,"Москва, МКАД",83000.0,"[55.6909315, 37.4130217]",37.4130217,55.6909315,50.0,Not_defined
241,ТорговыйцентрБурдаМоден,https://roomfi.ru/torgovye-tsentry/51161-torgovyy-tsentr-burda-moden/,torg_cntr,"Москва, Пушечная улица, 3",1400.0,"[55.761305, 37.621292]",37.621292,55.761305,50.0,Not_defined
242,Торгово-развлекательныйцентрЗиг-Заг,https://roomfi.ru/torgovye-tsentry/51281-torgovo-razvlekatelnyy-tsentr-zig-zag/,torg_cntr,"Москва, Лобненская улица, 4А",27500.0,"[55.88990680000001, 37.5376918]",37.5376918,55.88990680000001,50.0,Not_defined
243,Торгово-развлекательныйцентрСолнечныйветер,https://roomfi.ru/torgovye-tsentry/51425-torgovo-razvlekatelnyy-tsentr-solnechnyy-veter/,torg_cntr,"Москва, улица Маршала Катукова, 25",4000.0,"[55.805476, 37.414538]",37.414538,55.805476,50.0,Not_defined
244,ТорговыйцентрМитино,https://roomfi.ru/torgovye-tsentry/51504-torgovyy-tsentr-mitino/,torg_cntr,"Москва, Митинская улица, 40",9000.0,"[55.84781, 37.3599851]",37.3599851,55.84781,50.0,Not_defined
245,ТорговыйцентрСтолица,https://roomfi.ru/torgovye-tsentry/51234-torgovyy-tsentr-stolitsa/,torg_cntr,"Москва, Солнцевский проспект, 21",15000.0,"[55.647048, 37.4116481]",37.4116481,55.647048,50.0,Not_defined
246,ТорговыйцентрМираж,https://roomfi.ru/torgovye-tsentry/51556-torgovyy-tsentr-mirazh/,torg_cntr,"Москва, Волгоградский проспект, 125",16000.0,"[55.70553890000001, 37.7686518]",37.7686518,55.70553890000001,50.0,Not_defined
247,ТорговыйцентрКондор,https://roomfi.ru/torgovye-tsentry/51575-torgovyy-tsentr-kondor/,torg_cntr,"Москва, улица Менжинского, 32",16000.0,"[55.8699317, 37.6673193]",37.6673193,55.8699317,50.0,Not_defined
248,ТорговыйцентрZodiac(Зодиак),https://roomfi.ru/torgovye-tsentry/51183-torgovyy-tsentr-zodiac/,torg_cntr,"Москва, Новотушинский проезд, 10к2",4300.0,"[55.839039, 37.378738]",37.378738,55.839039,50.0,Not_defined
249,Торгово-развлекательныйцентрПалладиум,https://roomfi.ru/torgovye-tsentry/51337-torgovo-razvlekatelnyy-tsentr-palladium/,torg_cntr,"Москва, Ленинградский проспект, 37к12",4700.0,"[55.7942143, 37.5435953]",37.5435953,55.7942143,50.0,Not_defined
250,Торгово-развлекательныйцентрКрокусСитиМолл,https://roomfi.ru/torgovye-tsentry/51411-torgovo-razvlekatelnyy-tsentr-krokus-siti-moll/,torg_cntr,"Москва, МКАД, 66-й километр",62000.0,"[55.81816079999999, 37.3911222]",37.3911222,55.81816079999999,50.0,Not_defined
251,ТорговыйцентрФабрика,https://roomfi.ru/torgovye-tsentry/51367-torgovyy-tsentr-fabrika/,torg_cntr,"Москва, Ивантеевская улица, 25А",7000.0,"[55.816831, 37.735242]",37.735242,55.816831,50.0,Not_defined
252,ТорговыйцентрУРечного,https://roomfi.ru/torgovye-tsentry/51053-torgovyy-tsentr-u-rechnogo/,torg_cntr,"Москва, Фестивальная улица, 13к1",15000.0,"[55.855813, 37.4770309]",37.4770309,55.855813,50.0,Not_defined
253,Торгово-развлекательныйцентрФестиваль,https://roomfi.ru/torgovye-tsentry/51436-torgovo-razvlekatelnyy-tsentr-festival/,torg_cntr,"Москва, Новая улица, 3с1",61600.0,"[55.873881, 37.5097261]",37.5097261,55.873881,50.0,Not_defined
254,Торгово-развлекательныйцентрПражскийпассаж,https://roomfi.ru/torgovye-tsentry/51178-torgovo-razvlekatelnyy-tsentr-prazhskiy-passazh/,torg_cntr,"Москва, улица Красного Маяка, 2Б",35000.0,"[55.6116604, 37.6016365]",37.6016365,55.6116604,50.0,Not_defined
255,ТорговыйцентрОгниСтолицы,https://roomfi.ru/torgovye-tsentry/51163-torgovyy-tsentr-ogni-stolitsy/,torg_cntr,"Москва, улица Малыгина, 7",7670.0,"[55.880298, 37.6947941]",37.6947941,55.880298,50.0,Not_defined
256,ТорговыйцентрАвтосити,https://roomfi.ru/torgovye-tsentry/51203-torgovyy-tsentr-avto-siti/,torg_cntr,"Москва, Ленинградский проспект, 37к6",29000.0,"[55.7942143, 37.5435953]",37.5435953,55.7942143,50.0,Not_defined
257,ТорговыйцентрПятница,https://roomfi.ru/torgovye-tsentry/51212-torgovyy-tsentr-pyatnitsa/,torg_cntr,"Москва, Пятницкое шоссе, 3",9664.0,"[55.8358605, 37.38616469999999]",37.38616469999999,55.8358605,50.0,Not_defined
258,ТорговыйцентрКапитолийБеляево,https://roomfi.ru/torgovye-tsentry/51534-torgovyy-tsentr-kapitoliy-belyaevo/,torg_cntr,"Москва, улица Миклухо-Маклая, 32А",37000.0,"[55.6410268, 37.5307546]",37.5307546,55.6410268,50.0,Not_defined
259,Торгово-развлекательныйцентрКвадрат,https://roomfi.ru/torgovye-tsentry/51101-torgovo-razvlekatelnyy-tsentr-kvadrat/,torg_cntr,"Москва, Старокачаловская улица, 5",5000.0,"[55.5699592, 37.5786817]",37.5786817,55.5699592,50.0,Not_defined
260,Торгово-развлекательныйцентрРивьера,https://roomfi.ru/torgovye-tsentry/51368-torgovo-razvlekatelnyy-tsentr-rivera/,torg_cntr,"Москва, Автозаводская улица, 16",298000.0,"[55.7048178, 37.642582]",37.642582,55.7048178,50.0,Not_defined
261,ТорговыйцентрПланерная,https://roomfi.ru/torgovye-tsentry/51343-torgovyy-tsentr-planernaya/,torg_cntr,"Москва, Россия",50380.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
262,ТорговыйцентрСолнечныйветер,https://roomfi.ru/torgovye-tsentry/51027-torgovyy-tsentr-solnechnyy-veter/,torg_cntr,"Москва, улица Маршала Катукова, 25",4200.0,"[55.805476, 37.414538]",37.414538,55.805476,50.0,Not_defined
263,ТорговыйцентрЕвропа,https://roomfi.ru/torgovye-tsentry/51061-torgovyy-tsentr-evropa/,torg_cntr,"Москва, улица Народного Ополчения, 22к2",4000.0,"[55.78094240000001, 37.4844374]",37.4844374,55.78094240000001,50.0,Not_defined
264,ТорговыйцентрТверскаязастава,https://roomfi.ru/torgovye-tsentry/51297-torgovyy-tsentr-tverskaya-zastava/,torg_cntr,"Москва, Лесная улица, 3",6286.0,"[55.7771402, 37.5856125]",37.5856125,55.7771402,50.0,Not_defined
265,ТорговыйцентрТрамплин,https://roomfi.ru/torgovye-tsentry/51097-torgovyy-tsentr-tramplin/,torg_cntr,"Москва, Ярцевская улица, 25А",8000.0,"[55.7411123, 37.4153105]",37.4153105,55.7411123,50.0,Not_defined
266,Торгово-развлекательныйцентрФилион,https://roomfi.ru/torgovye-tsentry/51032-torgovo-razvlekatelnyy-tsentr-filion/,torg_cntr,"Москва, Багратионовский проезд, 5",87900.0,"[55.7438993, 37.5084528]",37.5084528,55.7438993,50.0,Not_defined
267,Торгово-развлекательныйцентрИридиум,https://roomfi.ru/torgovye-tsentry/51140-torgovo-razvlekatelnyy-tsentr-iridium/,torg_cntr,"Москва, Крюковская площадь, 1",15955.0,"[55.9826787, 37.1750279]",37.1750279,55.9826787,50.0,Not_defined
268,ТорговыйцентрТвойдом,https://roomfi.ru/torgovye-tsentry/51447-torgovyy-tsentr-tvoy-dom/,torg_cntr,"Москва, МКАД, 66-й километр",112000.0,"[55.81816079999999, 37.3911222]",37.3911222,55.81816079999999,50.0,Not_defined
269,Торгово-развлекательныйцентрКапитолийБеляево,https://roomfi.ru/torgovye-tsentry/51055-torgovo-razvlekatelnyy-tsentr-kapitoliy-belyaevo/,torg_cntr,"Москва, улица Миклухо-Маклая, 32А",37000.0,"[55.6410268, 37.5307546]",37.5307546,55.6410268,50.0,Not_defined
270,ТорговыйцентрКаширскийдвор,https://roomfi.ru/torgovye-tsentry/51464-torgovyy-tsentr-kashirskiy-dvor/,torg_cntr,"Москва, Каширское шоссе, 19к2",21000.0,"[55.6650674, 37.6318353]",37.6318353,55.6650674,50.0,Not_defined
271,ТорговыйцентрСтолица,https://roomfi.ru/torgovye-tsentry/51204-torgovyy-tsentr-stolitsa/,torg_cntr,"Москва, Ключевая улица, 6к1",6500.0,"[55.6377241, 37.7574367]",37.7574367,55.6377241,50.0,Not_defined
272,ТорговыйцентрАлександрЛэнд,https://roomfi.ru/torgovye-tsentry/51216-torgovyy-tsentr-aleksandr-lend/,torg_cntr,"Москва, улица Пришвина, 22",12000.0,"[55.8857459, 37.60207]",37.60207,55.8857459,50.0,Not_defined
273,Торгово-развлекательныйцентрСпортEX,https://roomfi.ru/torgovye-tsentry/51230-torgovo-razvlekatelnyy-tsentr-sportex/,torg_cntr,"Москва, 5-я Кабельная улица, 2с1",30000.0,"[55.738232, 37.7156813]",37.7156813,55.738232,50.0,Not_defined
274,Торгово-развлекательныйцентрВесна!,https://roomfi.ru/torgovye-tsentry/51586-torgovo-razvlekatelnyy-tsentr-vesna/,torg_cntr,"Москва, МКАД, 84-й километр",129000.0,"[55.911037, 37.579491]",37.579491,55.911037,50.0,Not_defined
275,ТорговыйцентрХаной-Москва,https://roomfi.ru/torgovye-tsentry/51142-torgovyy-tsentr-khanoy-moskva/,torg_cntr,"Москва, Россия",39750.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
276,Торгово-развлекательныйцентрПрага,https://roomfi.ru/torgovye-tsentry/51605-torgovo-razvlekatelnyy-tsentr-praga/,torg_cntr,"Москва, Россошанский проезд, 3",13600.0,"[55.5951411, 37.6074142]",37.6074142,55.5951411,50.0,Not_defined
277,Торгово-развлекательныйцентрФестиваль,https://roomfi.ru/torgovye-tsentry/51333-torgovo-razvlekatelnyy-tsentr-festival/,torg_cntr,"Москва, Мичуринский проспект, улица Олимпийская Деревня, 3к1",63500.0,"[55.6781022, 37.4664313]",37.4664313,55.6781022,50.0,Not_defined
278,ТорговыйцентрАзимут,https://roomfi.ru/torgovye-tsentry/51288-torgovyy-tsentr-azimut/,torg_cntr,"Москва, Огородный проезд, 9Ас1",7500.0,"[55.8140383, 37.6015439]",37.6015439,55.8140383,50.0,Not_defined
279,ТорговыйцентрМодыТаганка,https://roomfi.ru/torgovye-tsentry/51225-torgovyy-tsentr-mody-taganka/,torg_cntr,"Москва, Таганская улица, 2",5000.0,"[55.740747, 37.657721]",37.657721,55.740747,50.0,Not_defined
280,Торгово-развлекательныйцентрМолодаяГвардия,https://roomfi.ru/torgovye-tsentry/50975-torgovo-razvlekatelnyy-tsentr-molodaya-gvardiya/,torg_cntr,"Москва, Сущёвская улица, 21",18404.0,"[55.782442, 37.6012599]",37.6012599,55.782442,50.0,Not_defined
281,СпециализированныйторговыйцентрТвойдом,https://roomfi.ru/torgovye-tsentry/51090-spetsializirovannyy-torgovyy-tsentr-tvoy-dom/,torg_cntr,"Москва, МКАД, 24-й километр",66000.0,"[55.5887341, 37.7223914]",37.7223914,55.5887341,50.0,Not_defined
282,ТорговыйцентрДубровка,https://roomfi.ru/torgovye-tsentry/51321-torgovyy-tsentr-dubrovka/,torg_cntr,"Москва, Россия",180000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
283,ТорговыйцентрЯлюбимый,https://roomfi.ru/torgovye-tsentry/51077-torgovyy-tsentr-ya-lyubimyy/,torg_cntr,"Москва, улица Введенского, 13Б",2354.0,"[55.642241, 37.5422671]",37.5422671,55.642241,50.0,Not_defined
284,ТорговыйцентрАреалАлтуфьево,https://roomfi.ru/torgovye-tsentry/51270-torgovyy-tsentr-areal-altufevo/,torg_cntr,"Москва, Алтуфьевское шоссе, 86к1",5200.0,"[55.897697, 37.5882649]",37.5882649,55.897697,50.0,Not_defined
285,МногофункциональныйкомплексКунцевоПлаза,https://roomfi.ru/torgovye-tsentry/51621-mnogofunktsionalnyy-kompleks-kuntsevo-plaza/,torg_cntr,"Москва, Ярцевская улица, 19",245000.0,"[55.7384966, 37.4107393]",37.4107393,55.7384966,50.0,Not_defined
286,Бизнес-паркСтанколит,https://roomfi.ru/torgovye-tsentry/50950-biznes-park-stankolit/,torg_cntr,"Москва, Складочная улица, 1с18",60000.0,"[55.8029935, 37.5934982]",37.5934982,55.8029935,50.0,Not_defined
287,Торгово-развлекательныйцентрКапитолий,https://roomfi.ru/torgovye-tsentry/51224-torgovo-razvlekatelnyy-tsentr-kapitoliy/,torg_cntr,"Москва, Шереметьевская улица, 20",32700.0,"[55.8031943, 37.6187845]",37.6187845,55.8031943,50.0,Not_defined
288,ТорговыйцентрНовоарбатский,https://roomfi.ru/torgovye-tsentry/50967-torgovyy-tsentr-novoarbatskiy/,torg_cntr,"Москва, улица Новый Арбат, 11с1",11536.0,"[55.75198, 37.595658]",37.595658,55.75198,50.0,Not_defined
289,ТорговыйцентрКониАйленд,https://roomfi.ru/torgovye-tsentry/51554-torgovyy-tsentr-koni-aylend/,torg_cntr,"Москва, Профсоюзная улица, 109к2",7200.0,"[55.633356, 37.5207837]",37.5207837,55.633356,50.0,Not_defined
290,ТорговыйцентрПодсолнухи,https://roomfi.ru/torgovye-tsentry/51330-torgovyy-tsentr-podsolnukhi/,torg_cntr,"Москва, Открытое шоссе, 9",20000.0,"[55.815471, 37.7379431]",37.7379431,55.815471,50.0,Not_defined
291,ТорговыйцентрАбрамцево,https://roomfi.ru/torgovye-tsentry/51099-torgovyy-tsentr-abramtsevo/,torg_cntr,"Москва, МКАД, 103-й километр",320000.0,"[55.8271889, 37.8320408]",37.8320408,55.8271889,50.0,Not_defined
292,ТорговыйцентрОливье,https://roomfi.ru/torgovye-tsentry/51111-torgovyy-tsentr-olive/,torg_cntr,"Москва, улица Сущёвский Вал, 31",9087.0,"[55.7936041, 37.604164]",37.604164,55.7936041,50.0,Not_defined
293,МногофункциональныйкомплексСolumbus,https://roomfi.ru/torgovye-tsentry/51350-mnogofunktsionalnyy-kompleks-solumbus/,torg_cntr,"Москва, Варшавское шоссе, 140",277403.0,"[55.6116064, 37.6082918]",37.6082918,55.6116064,50.0,Not_defined
294,МногофункциональныйкомплексМетрополис,https://roomfi.ru/torgovye-tsentry/51003-mnogofunktsionalnyy-kompleks-metropolis/,torg_cntr,"Москва, Ленинградское шоссе, 16Ас4",270855.0,"[55.8224849, 37.4967549]",37.4967549,55.8224849,50.0,Not_defined
295,ДетскийторговыйцентрУлей,https://roomfi.ru/torgovye-tsentry/51060-detskiy-torgovyy-tsentr-uley/,torg_cntr,"Москва, Алтуфьевское шоссе, 24к1",10000.0,"[55.8485542, 37.583099]",37.583099,55.8485542,50.0,Not_defined
296,ТорговыйцентрСеребряныйдом,https://roomfi.ru/torgovye-tsentry/51552-torgovyy-tsentr-serebryanyy-dom/,torg_cntr,"Москва, Большая Семёновская улица, 16",16500.0,"[55.7820249, 37.7042155]",37.7042155,55.7820249,50.0,Not_defined
297,ТорговыйцентрКрылатский,https://roomfi.ru/torgovye-tsentry/51106-torgovyy-tsentr-krylatskiy/,torg_cntr,"Москва, Осенний бульвар, 12",15000.0,"[55.75925119999999, 37.409168]",37.409168,55.75925119999999,50.0,Not_defined
298,Торгово-развлекательныйцентрГалеон,https://roomfi.ru/torgovye-tsentry/51594-torgovo-razvlekatelnyy-tsentr-galeon/,torg_cntr,"Москва, Ленинский проспект, 123",28800.0,"[55.6467313, 37.4790694]",37.4790694,55.6467313,50.0,Not_defined
299,ТорговыйцентрКожевники,https://roomfi.ru/torgovye-tsentry/51457-torgovyy-tsentr-kozhevniki/,torg_cntr,"Москва, Кожевническая улица, 7с1",20000.0,"[55.72986, 37.6456279]",37.6456279,55.72986,50.0,Not_defined
300,Торгово-развлекательныйцентрVegasCity(ВегасСити),https://roomfi.ru/torgovye-tsentry/51186-torgovo-razvlekatelnyy-tsentr-vegas-city/,torg_cntr,"Москва, МКАД, 24-й километр",295000.0,"[55.5887341, 37.7223914]",37.7223914,55.5887341,50.0,Not_defined
301,Торгово-офисныйцентрТаганскийпассаж,https://roomfi.ru/torgovye-tsentry/51319-torgovo-ofisnyy-tsentr-taganskiy-passazh/,torg_cntr,"Москва, Таганская улица, 3",12300.0,"[55.7412772, 37.6584558]",37.6584558,55.7412772,50.0,Not_defined
302,ТорговыйцентрЭлектронныйРай,https://roomfi.ru/torgovye-tsentry/51153-torgovyy-tsentr-elektronnyy-ray/,torg_cntr,"Москва, Кировоградская улица, 15",40000.0,"[55.6094811, 37.606051]",37.606051,55.6094811,50.0,Not_defined
303,ТорговыйцентрК-24,https://roomfi.ru/torgovye-tsentry/51582-torgovyy-tsentr-k-24/,torg_cntr,"Москва, Комсомольский проспект, 24с1",7500.0,"[55.728058, 37.5803641]",37.5803641,55.728058,50.0,Not_defined
304,Торгово-развлекательныйцентрБелореченский,https://roomfi.ru/torgovye-tsentry/51167-torgovo-razvlekatelnyy-tsentr-belorechenskiy/,torg_cntr,"Москва, Белореченская улица, 36к3",1500.0,"[55.661199, 37.7754157]",37.7754157,55.661199,50.0,Not_defined
305,ТорговыйцентрM5home,https://roomfi.ru/torgovye-tsentry/50945-torgovyy-tsentr-m5home/,torg_cntr,"Москва, Новосходненское шоссе, 2",15000.0,"[55.92051129999999, 37.38767010000001]",37.38767010000001,55.92051129999999,50.0,Not_defined
306,ТорговыйцентрКаменныйцветок,https://roomfi.ru/torgovye-tsentry/51452-torgovyy-tsentr-kamennyy-tsvetok/,torg_cntr,"Москва, улица Народного Ополчения, 22к2",4000.0,"[55.78094240000001, 37.4844374]",37.4844374,55.78094240000001,50.0,Not_defined
307,Торгово-развлекательныйцентрАтриум,https://roomfi.ru/torgovye-tsentry/51012-torgovo-razvlekatelnyy-tsentr-atrium/,torg_cntr,"Москва, улица Земляной Вал, 33",103500.0,"[55.757231, 37.6591369]",37.6591369,55.757231,50.0,Not_defined
308,Торгово-развлекательныйцентрЖКВоробьевыгоры,https://roomfi.ru/torgovye-tsentry/51597-torgovo-razvlekatelnyy-tsentr-zhk-vorobevy-gory/,torg_cntr,"Москва, Мосфильмовская улица, 70к1",30117.0,"[55.714566, 37.5057438]",37.5057438,55.714566,50.0,Not_defined
309,ТорговыйцентрНикольскийПассаж,https://roomfi.ru/torgovye-tsentry/51340-torgovyy-tsentr-nikolskiy-passazh/,torg_cntr,"Москва, Ветошный переулок, 9",4500.0,"[55.7553634, 37.621569]",37.621569,55.7553634,50.0,Not_defined
310,Торгово-развлекательныйцентрБум,https://roomfi.ru/torgovye-tsentry/51197-torgovo-razvlekatelnyy-tsentr-bum/,torg_cntr,"Москва, Россия",31000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
311,Торгово-развлекательныйцентрЕвроМаг,https://roomfi.ru/torgovye-tsentry/51400-torgovo-razvlekatelnyy-tsentr-evromag/,torg_cntr,"Москва, Новочеркасский бульвар, 10к1",10511.0,"[55.6458874, 37.7162421]",37.7162421,55.6458874,50.0,Not_defined
312,Торгово-офисныйцентрТульский,https://roomfi.ru/torgovye-tsentry/51549-torgovo-ofisnyy-tsentr-tulskiy/,torg_cntr,"Москва, Большая Тульская улица, 11",13500.0,"[55.71010399999999, 37.6239561]",37.6239561,55.71010399999999,50.0,Not_defined
313,ТорговыйцентрЮжный,https://roomfi.ru/torgovye-tsentry/51138-torgovyy-tsentr-yuzhnyy/,torg_cntr,"Москва, Кировоградская улица, 9к4",182000.0,"[55.631924, 37.615316]",37.615316,55.631924,50.0,Not_defined
314,ТорговыйцентрРубин,https://roomfi.ru/torgovye-tsentry/51588-torgovyy-tsentr-rubin/,torg_cntr,"Москва, Багратионовский проезд, 7к3",28000.0,"[55.7421792, 37.5016554]",37.5016554,55.7421792,50.0,Not_defined
315,Торгово-развлекательныйцентрАвиапарк,https://roomfi.ru/torgovye-tsentry/51513-torgovo-razvlekatelnyy-tsentr-aviapark/,torg_cntr,"Москва, улица Авиаконструктора Микояна, 10",463000.0,"[55.79147469999999, 37.5267825]",37.5267825,55.79147469999999,50.0,Not_defined
316,ТорговыйцентрЗвездочканатаганке,https://roomfi.ru/torgovye-tsentry/51401-torgovyy-tsentr-zvezdochka-na-taganke/,torg_cntr,"Москва, Таганская площадь",6000.0,"[55.7407194, 37.6539811]",37.6539811,55.7407194,50.0,Not_defined
317,ТорговыйцентрФеникс,https://roomfi.ru/torgovye-tsentry/51295-torgovyy-tsentr-feniks/,torg_cntr,"Москва, Лермонтовский проспект, 19к2",10500.0,"[55.7045509, 37.8450599]",37.8450599,55.7045509,50.0,Not_defined
318,Торгово-развлекательныйцентрМозаика,https://roomfi.ru/torgovye-tsentry/51539-torgovo-razvlekatelnyy-tsentr-mozaika/,torg_cntr,"Москва, 7-я Кожуховская улица, 7",134000.0,"[55.7096734, 37.6706699]",37.6706699,55.7096734,50.0,Not_defined
319,ТорговыйцентрТриКита,https://roomfi.ru/torgovye-tsentry/51318-torgovyy-tsentr-tri-kita/,torg_cntr,"Москва, Можайское шоссе",90000.0,"[55.7185548, 37.4175429]",37.4175429,55.7185548,50.0,Not_defined
320,ТорговыйцентрМегамаркетКухниПарк,https://roomfi.ru/torgovye-tsentry/51209-torgovyy-tsentr-megamarket-kukhnipark/,torg_cntr,"Москва, МКАД, 71-й километр, с16",8000.0,"[55.8605369, 37.3973507]",37.3973507,55.8605369,50.0,Not_defined
321,Торговыйцентр12месяцев,https://roomfi.ru/torgovye-tsentry/51279-torgovyy-tsentr-12-mesyatsev/,torg_cntr,"Москва, улица Маршала Василевского, 17",34375.0,"[55.80886899999999, 37.462318]",37.462318,55.80886899999999,50.0,Not_defined
322,ТорговыйцентрПланетаДетства,https://roomfi.ru/torgovye-tsentry/51572-torgovyy-tsentr-planeta-detstva/,torg_cntr,"Москва, улица Андреевка",2100.0,"[55.977087, 37.1488249]",37.1488249,55.977087,50.0,Not_defined
323,ТорговыйцентрЯсенево,https://roomfi.ru/torgovye-tsentry/51073-torgovyy-tsentr-yasenevo/,torg_cntr,"Москва, Литовский бульвар, 22",12500.0,"[55.6119631, 37.5375431]",37.5375431,55.6119631,50.0,Not_defined
324,ТорговыйцентрМетромаркет,https://roomfi.ru/torgovye-tsentry/51252-torgovyy-tsentr-metromarket/,torg_cntr,"Москва, улица Шаболовка, 10к2",10000.0,"[55.7233215, 37.6102786]",37.6102786,55.7233215,50.0,Not_defined
325,ТорговыйцентрТроицкий,https://roomfi.ru/torgovye-tsentry/51033-torgovyy-tsentr-troitskiy/,torg_cntr,"Москва, Таллинская улица, 7",3000.0,"[55.8004269, 37.395998]",37.395998,55.8004269,50.0,Not_defined
326,ТорговыйцентрНежино,https://roomfi.ru/torgovye-tsentry/51342-torgovyy-tsentr-nezhino/,torg_cntr,"Москва, Нежинская улица, 6к1",1931.0,"[55.7096692, 37.4710884]",37.4710884,55.7096692,50.0,Not_defined
327,ТорговыйцентрЛайм,https://roomfi.ru/torgovye-tsentry/51114-torgovyy-tsentr-laym/,torg_cntr,"Москва, Щёлковское шоссе, 27А",3164.0,"[55.8101591, 37.7791777]",37.7791777,55.8101591,50.0,Not_defined
328,МногофункциональныйкомплексКонвентПлюс,https://roomfi.ru/torgovye-tsentry/51608-mnogofunktsionalnyy-kompleks-konvent-plyus/,torg_cntr,"Москва, Багратионовский проезд, 7к20Б",450.0,"[55.7446359, 37.5081999]",37.5081999,55.7446359,50.0,Not_defined
329,ТорговыйцентрАрма,https://roomfi.ru/torgovye-tsentry/51555-torgovyy-tsentr-arma/,torg_cntr,"Москва, Нижний Сусальный переулок, 5с1",45000.0,"[55.759992, 37.6626081]",37.6626081,55.759992,50.0,Not_defined
330,ТорговыйцентрАнино,https://roomfi.ru/torgovye-tsentry/51088-torgovyy-tsentr-anino/,torg_cntr,"Москва, Варшавское шоссе, 143А",9079.0,"[55.584249, 37.598982]",37.598982,55.584249,50.0,Not_defined
331,ТорговыйцентрМетрквадратный,https://roomfi.ru/torgovye-tsentry/51026-torgovyy-tsentr-metr-kvadratnyy/,torg_cntr,"Москва, Волгоградский проспект, 32к25",13822.0,"[55.7241, 37.689117]",37.689117,55.7241,50.0,Not_defined
332,ТорговыйцентрМосМарт-2,https://roomfi.ru/torgovye-tsentry/51262-torgovyy-tsentr-mosmart-2/,torg_cntr,"Москва, Дмитровское шоссе, 116Д",26000.0,"[55.903288, 37.5452391]",37.5452391,55.903288,50.0,Not_defined
